Motif Name,New Symbol,Entrez ID
V$LXRB_RXRA_Q5_M02021,LXRB,7376
USF1_bHLH_DBD_dimeric_10_1,USF1,7391
USF1_MA0093.1,USF1,7391
V$USF_01_M00121,USF1,7391
V$USF_02_M00122,USF1,7391
V$USF_C_M00217,USF1,7391
V$USF_Q6_01_M00796,USF1,7391
V$USF_Q6_M00187,USF1,7391
V$USF2_Q6_M00726,USF2,7392
V$VBP_01_M00228,VBP,7411
V$VDR_Q3_M00444,VDR,7421
V$VDR_Q6_M00961,VDR,7421
VDR_nuclearreceptor_full_dimeric_16_1,VDR,7421
V$WT1_Q6_01_M02036,WT1,7490
V$WT1_Q6_M01118,WT1,7490
V$HTF_01_M00538,HTF,7494
V$XBP1_01_M00251,XBP1,7494
V$XBP1_02_M01770,XBP1,7494
XBP1_bZIP_DBD_dimeric_12_1,XBP1,7494
XBP1_bZIP_DBD_dimeric_14_1,XBP1,7494
V$YY1_01_M00059,YY1,7528
V$YY1_02_M00069,YY1,7528
V$YY1_03_M02044,YY1,7528
V$YY1_Q6_02_M01035,YY1,7528
V$YY1_Q6_03_M01894,YY1,7528
V$YY1_Q6_M00793,YY1,7528
YY1_C2H2_full_monomeric_11_1,YY1,7528
YY1_MA0095.1,YY1,7528
V$SF1_Q6_01_M01132,SF1,7536
V$SF1_Q6_M00727,SF1,7536
V$ZF5_01_M00716,ZF5,7541
V$ZF5_B_M00333,ZF5,7541
V$ZFP161_04_M02933,ZFP161,7541
Zfp161.1,ZFP161,7541
Zfp161.2,ZFP161,7541
V$ZFX_01_M01593,ZFX,7543
Zfx_MA0146.1,ZFX,7543
V$ZIC1_01_M00448,ZIC1,7545
V$ZIC1_04_M02835,ZIC1,7545
V$ZIC1_05_M02939,ZIC1,7545
Zic1.1,ZIC1,7545
Zic1.2,ZIC1,7545
ZIC1_C2H2_full_monomeric_14_1,ZIC1,7545
V$ZIC2_01_M00449,ZIC2,7546
V$ZIC2_04_M02836,ZIC2,7546
V$ZIC2_05_M02940,ZIC2,7546
Zic2.1,ZIC2,7546
Zic2.2,ZIC2,7546
V$ZIC3_01_M00450,ZIC3,7547
V$ZIC3_04_M02837,ZIC3,7547
V$ZIC3_05_M02941,ZIC3,7547
Zic3.1,ZIC3,7547
Zic3.2,ZIC3,7547
ZIC3_C2H2_full_monomeric_15_1,ZIC3,7547
V$ZFP128_03_M02828,ZFP128,7554
V$ZFP128_04_M02932,ZFP128,7554
Zfp128.1,ZFP128,7554
Zfp128.2,ZFP128,7554
V$ZFP105_03_M02827,ZFP105,7584
V$ZFP105_04_M02931,ZFP105,7584
Zfp105.1,ZFP105,7584
Zfp105.2,ZFP105,7584
MZF1_1-4_MA0056.1,MZF1,7593
MZF1_5-13_MA0057.1,MZF1,7593
V$MZF1_01_M00083,MZF1,7593
V$MZF1_02_M00084,MZF1,7593
V$MZF1_Q5_M01733,MZF1,7593
ZNF75A_C2H2_DBD_monomeric_12_1,ZNF75A,7627
V$STAF_01_M00262,STAF,7702
V$STAF_02_M00264,STAF,7702
ZNF143_C2H2_DBD_monomeric_16_1,ZNF143,7702
znf143_MA0088.1,ZNF143,7702
V$PLZF_02_M01075,PLZF,7704
V$CACCCBINDINGFACTOR_Q6_M00721,CACCCBINDINGFACTOR,7707
V$ZBP89_Q4_M01816,ZBP89,7707
V$ZFP187_03_M02830,ZFP187,7741
V$ZFP187_04_M02934,ZFP187,7741
Zfp187.1,ZFP187,7741
Zfp187.2,ZFP187,7741
V$ZABC1_01_M01306,ZABC1,7764
ZNF232_C2H2_full_monomeric_19_1,ZNF232,7775
V$PAX8_01_M00717,PAX8,7849
V$PAX8_B_M00328,PAX8,7849
V$TFE_Q6_M01029,TFE,7942
TFEB_bHLH_full_dimeric_10_1,TFEB,7942
V$TFEB_01_M01768,TFEB,7942
Mafk.1,MAFK,7975
Mafk.2,MAFK,7975
MAFK_bZIP_DBD_dimeric_21_1,MAFK,7975
MAFK_bZIP_full_dimeric_15_1,MAFK,7975
MAFK_bZIP_full_monomeric_12_1,MAFK,7975
V$MAFK_03_M02776,MAFK,7975
V$MAFK_04_M02880,MAFK,7975
V$MAFK_Q3_M02022,MAFK,7975
V$MTERF_01_M01245,MTERF,7978
Lhx3.1,LHX3,8022
Lhx3_MA0135.1,LHX3,8022
V$LHX3_01_M01471,LHX3,8022
V$LHX3_Q3_M02097,LHX3,8022
V$LHX3A_01_M00510,LHX3A,8022
V$LHX3b_01_M01971,LHX3B,8022
V$FRA1_Q5_M01267,FRA1,8061
V$FRA1_Q6_M02095,FRA1,8061
V$HMGA2_01_M01300,HMGA2,8091
Alx1_homeodomain_DBD_dimeric_13_1,ALX1,8092
Alx1_homeodomain_DBD_monomeric_10_1,ALX1,8092
Eomes.1,EOMES,8320
Eomes.2,EOMES,8320
EOMES_TBX_DBD_dimeric_20_1,EOMES,8320
EOMES_TBX_DBD_monomeric_13_1,EOMES,8320
V$EOMES_03_M02747,EOMES,8320
V$EOMES_04_M02851,EOMES,8320
V$TBR2_01_M01774,TBR2,8320
V$GFI1B_01_M01058,GFI1B,8328
Sox14.1,SOX14,8403
Sox14.2,SOX14,8403
SOX14_HMG_DBD_dimeric_12_1,SOX14,8403
SOX14_HMG_DBD_dimeric_13_1,SOX14,8403
SOX14_HMG_DBD_dimeric_15_1,SOX14,8403
V$SOX14_03_M02798,SOX14,8403
V$SOX14_04_M02901,SOX14,8403
V$SOX14_05_M02902,SOX14,8403
ZNF282_C2H2_DBD_monomeric_17_1,ZNF282,8427
V$WHN_B_M00332,WHN,8456
V$FKLF_Q5_M01837,FKLF,8462
V$ETF_Q6_M00695,ETF,8463
V$GCM_Q2_M00634,GCM,8521
Gcm1.1,GCM1,8521
Gcm1.2,GCM1,8521
GCM1_GCM_DBD_monomeric_10_1,GCM1,8521
GCM1_GCM_full_dimeric_16_1,GCM1,8521
GCM1_GCM_full_monomeric_11_1,GCM1,8521
V$GCM1_03_M02758,GCM1,8521
V$GCM1_04_M02862,GCM1,8521
Barx2.1,BARX2,8538
V$BARX2_01_M01431,BARX2,8538
Bhlhb2.1,BHLHB2,8553
Bhlhb2.2,BHLHB2,8553
Bhlhb2_bHLH_DBD_dimeric_10_1,BHLHB2,8553
Bhlhb2_bHLH_DBD_monomeric_10_1,BHLHB2,8553
V$BHLHB2_04_M02845,BHLHB2,8553
Klf7.1,KLF7,8609
Klf7.2,KLF7,8609
V$KLF7_03_M02773,KLF7,8609
V$KLF7_04_M02877,KLF7,8609
V$P63_01_M01656,P63,8626
TP63_p53l_DBD_dimeric_18_1,TP63,8626
V$DR3_Q4_M00966,DR3,8718
V$DR4_Q2_M00965,DR4,8797
HESX1_homeodomain_DBD_dimeric_15_1,HESX1,8820
HESX1_homeodomain_DBD_monomeric_10_1,HESX1,8820
V$PXR_Q2_M00964,PXR,8856
Phox2b.1,PHOX2B,8929
PHOX2B_homeodomain_full_dimeric_11_1,PHOX2B,8929
V$PMX2B_01_M01356,PMX2B,8929
TBX19_TBX_DBD_dimeric_20_1,TBX19,9095
V$TBX18_01_M01262,TBX18,9096
ZBED1_znf_BED_DBD_dimeric_13_1,ZBED1,9189
MSC_bHLH_full_dimeric_10_1,MSC,9242
GCM2_GCM_DBD_monomeric_10_1,GCM2,9247
V$GKLF_02_M01588,GKLF,9314
V$GKLF_Q4_M01835,GKLF,9314
Klf4_MA0039.1,KLF4,9314
Klf4_MA0039.2,KLF4,9314
Lhx2.1,LHX2,9355
LHX2_homeodomain_DBD_dimeric_15_1,LHX2,9355
LHX2_homeodomain_DBD_monomeric_10_1,LHX2,9355
V$LHX2_01_M01325,LHX2,9355
V$OC2_Q3_M02112,OC2,9480
ONECUT2_CUT_DBD_monomeric_14_1,ONECUT2,9480
TBX4_TBX_DBD_dimeric_20_1,TBX4,9496
TBX4_TBX_DBD_monomeric_8_1,TBX4,9496
V$BEN_01_M01240,BEN,9569
V$BEN_02_M01241,BEN,9569
V$GTF2IRD1_01_M01229,GTF2IRD1,9569
CLOCK_bHLH_DBD_dimeric_10_1,CLOCK,9575
Sox13.1,SOX13,9580
Sox13.2,SOX13,9580
V$SOX13_03_M02797,SOX13,9580
Creb5_bZIP_DBD_dimeric_12_1,CREB5,9586
Cart1.2,CART1,9618
CART1_homeodomain_DBD_dimeric_13_1,CART1,9618
V$CART1_01_M00416,CART1,9618
V$CART1_02_M01362,CART1,9618
V$CART1_03_M01453,CART1,9618
Mafb.1,MAFB,9935
Mafb.2,MAFB,9935
Mafb_bZIP_DBD_dimeric_17_1,MAFB,9935
Mafb_bZIP_DBD_dimeric_18_1,MAFB,9935
Mafb_bZIP_DBD_monomeric_12_1,MAFB,9935
Mafb_MA0117.1,MAFB,9935
V$MAFB_01_M01227,MAFB,9935
V$MAFB_03_M02879,MAFB,9935
V$MAFB_05_M02775,MAFB,9935
V$FXR_IR1_Q6_M00767,FXR,9971
V$FXR_Q2_M01268,FXR,9971
V$FXR_Q3_M00631,FXR,9971
Nr2e3_MA0164.1,NR2E3,10002
V$PNR_01_M01650,PNR,10002
V$KAISO_01_M01119,KAISO,10009
V$LXR_DR4_Q3_M00766,LXR,10062
V$LXRA_RXRA_Q3_M00647,LXRA,10062
V$FPM315_01_M01587,FPM315,10127
V$CBF_01_M01079,CBF,10153
V$CBF_02_M01080,CBF,10153
V$COREBINDINGFACTOR_Q6_M00722,COREBINDINGFACTOR,10153
V$RNF96_01_M01199,RNF96,10155
OLIG2_bHLH_full_dimeric_10_1,OLIG2,10215
Irx5.1,IRX5,10265
IRX5_homeodomain_DBD_dimeric_12_1,IRX5,10265
V$IRX5_01_M01472,IRX5,10265
V$IK1_01_M00086,IK1,10320
V$LYF1_01_M00141,LYF1,10320
IRF9_IRF_full_trimeric_15_1,IRF9,10379
Isgf3g.1,ISGF3G,10379
Isgf3g.2,ISGF3G,10379
V$ISGF3G_03_M02771,ISGF3G,10379
V$ISGF4G_04_M02875,ISGF4G,10379
V$ISRE_01_M00258,ISRE,10379
V$RP58_01_M00532,RP58,10472
ZNF238_C2H2_full_monomeric_13_1,ZNF238,10472
Hoxb13.1,HOXB13,10481
HOXB13_homeodomain_DBD_monomeric_10_1,HOXB13,10481
HOXB13_homeodomain_DBD_monomeric_11_1,HOXB13,10481
V$HOXB13_01_M01467,HOXB13,10481
CREB3_bZIP_full_dimeric_14_1,CREB3,10488
V$DEAF1_01_M01001,DEAF1,10522
V$DEAF1_02_M01002,DEAF1,10522
V$DMRT2_01_M01147,DMRT2,10655
V$EKLF_Q5_M01874,EKLF,10661
CTCF_C2H2_full_monomeric_17_1,CTCF,10664
CTCF_MA0139.1,CTCF,10664
V$CTCF_01_M01200,CTCF,10664
V$CTCF_02_M01259,CTCF,10664
Gmeb1.1,GMEB1,10691
Gmeb1.2,GMEB1,10691
V$GMEB1_03_M02761,GMEB1,10691
V$GMEB1_04_M02865,GMEB1,10691
TBR1_TBX_DBD_monomeric_10_1,TBR1,10716
TBR1_TBX_full_monomeric_11_1,TBR1,10716
NFAT5_NFAT_DBD_dimeric_14_1,NFAT5,10725
Six2.1,SIX2,10736
V$SIX2_01_M01433,SIX2,10736
V$ZID_01_M00085,ZID,10773
Arid5a.1,ARID5A,10865
Arid5a.2,ARID5A,10865
V$ARID5A_03_M02736,ARID5A,10865
V$ARID5A_04_M02840,ARID5A,10865
ATF7_bZIP_DBD_dimeric_14_1,ATF7,11016
V$VAX1_01_M01397,VAX1,11023
Vax1.1,VAX1,11023
VAX1_homeodomain_DBD_monomeric_8_1,VAX1,11023
Sox30.1,SOX30,11063
Sox30.2,SOX30,11063
V$SOX30_03_M02804,SOX30,11063
PRDM4_C2H2_full_monomeric_13_1,PRDM4,11108
V$RPC155_01_M01798,RPC155,11128
Sox21.1,SOX21,11166
Sox21.2,SOX21,11166
SOX21_HMG_DBD_dimeric_13_2,SOX21,11166
SOX21_HMG_DBD_dimeric_15_1,SOX21,11166
SOX21_HMG_DBD_dimeric_16_1,SOX21,11166
V$SOX21_03_M02803,SOX21,11166
V$SOX21_04_M02907,SOX21,11166
V$AP2REP_01_M00468,AP2REP,11278
Klf12_C2H2_DBD_monomeric_15_1,KLF12,11278
POU6F2_POU_DBD_dimeric_16_1,POU6F2,11281
POU6F2_POU_full_monomeric_10_1,POU6F2,11281
TFEC_bHLH_DBD_dimeric_10_1,TFEC,22797
V$IK3_01_M00088,IK3,22806
V$HELIOSA_01_M01003,HELIOSA,22807
V$HELIOSA_02_M01004,HELIOSA,22807
V$IK2_01_M00087,IK2,22807
V$ATF5_01_M01295,ATF5,22809
Zfp652_C2H2_DBD_monomeric_13_1,ZFP652,22834
Foxj3.1,FOXJ3,22887
Foxj3.2,FOXJ3,22887
Foxj3_forkhead_DBD_dimeric_13_1,FOXJ3,22887
FOXJ3_forkhead_DBD_dimeric_14_1,FOXJ3,22887
Foxj3_forkhead_DBD_monomeric_8_1,FOXJ3,22887
Foxj3_forkhead_DBD_putatively-multimeric_11_1,FOXJ3,22887
V$FOXJ3_06_M02855,FOXJ3,22887
V$ATF6_01_M00483,ATF6,22926
V$MEF3_B_M00319,MEF3,23089
V$ROAZ_01_M00467,ROAZ,23090
Zfp423_MA0116.1,ZFP423,23090
HIC2_C2H2_DBD_monomeric_9_1,HIC2,23119
MGA_TBX_DBD_dimeric_18_1,MGA,23269
MGA_TBX_DBD_dimeric_18_2,MGA,23269
MGA_TBX_DBD_monomeric_8_1,MGA,23269
CUX2_CUT_DBD_dimeric_18_1,CUX2,23316
CUX2_CUT_DBD_monomeric_10_1,CUX2,23316
Otp.1,OTP,23440
V$OTP_01_M01323,OTP,23440
HEY1_bHLH_DBD_dimeric_10_1,HEY1,23462
V$CAP_01_M00253,CAP,23476
HEY2_bHLH_full_dimeric_10_1,HEY2,23493
V$ZFP281_01_M01597,ZFP281,23528
V$ZFP281_04_M02831,ZFP281,23528
V$ZFP281_05_M02935,ZFP281,23528
Zfp281.1,ZFP281,23528
Zfp281.2,ZFP281,23528
V$MAZR_01_M00491,MAZR,23598
MAFF_bZIP_DBD_dimeric_15_1,MAFF,23764
V$PDEF_01_M02040,PDEF,25803
V$PDEF_02_M02075,PDEF,25803
Spdef.1,SPDEF,25803
Spdef.2,SPDEF,25803
SPDEF_ETS_full_monomeric_11_1,SPDEF,25803
SPDEF_ETS_full_putative-multimer_15_1,SPDEF,25803
SPDEF_ETS_full_putative-multimer_16_1,SPDEF,25803
V$SPDEF_03_M02811,SPDEF,25803
V$SPDEF_04_M02915,SPDEF,25803
V$VAX2_01_M01327,VAX2,25806
Vax2.1,VAX2,25806
VAX2_homeodomain_DBD_monomeric_8_1,VAX2,25806
Pou2f3.1,POU2F3,25833
POU2F3_POU_DBD_dimeric_12_1,POU2F3,25833
POU2F3_POU_DBD_monomeric_9_1,POU2F3,25833
V$POU2F3_01_M01476,POU2F3,25833
HINFP1_C2H2_full_dimeric_19_1,HINFP1,25988
HINFP1_C2H2_full_dimeric_20_1,HINFP1,25988
HINFP1_C2H2_full_monomeric_12_1,HINFP1,25988
MIZF_MA0131.1,MIZF,25988
V$MIZF_01_M01182,MIZF,25988
GMEB2_SAND_DBD_dimeric_8_2,GMEB2,26205
GMEB2_SAND_DBD_dimer-of-dimers_14_1,GMEB2,26205
GMEB2_SAND_DBD_dimer-of-dimers_15_1,GMEB2,26205
NKX2-8_homeodomain_full_monomeric_9_1,NKX2-8,26257
V$NKX29_01_M01352,NKX29,26257
Nkx2-9.1,NKX2-9,26257
Ehf.1,EHF,26298
Ehf.2,EHF,26298
Ehf.3,EHF,26298
EHF_ETS_full_monomeric_12_1,EHF,26298
V$EHF_02_M01974,EHF,26298
V$EHF_03_M02052,EHF,26298
V$EHF_06_M02745,EHF,26298
V$EHF_07_M02849,EHF,26298
Lhx6.1,LHX6,26468
LHX6_homeodomain_full_dimeric_12_1,LHX6,26468
LHX6_homeodomain_full_dimeric_16_1,LHX6,26468
LHX6_homeodomain_full_monomeric_10_1,LHX6,26468
V$LHX61_01_M01314,LHX61,26468
V$LHX61_02_M01422,LHX61,26468
Hbp1.1,HBP1,26959
Hbp1.2,HBP1,26959
V$HBP1_03_M02762,HBP1,26959
V$HBP1_04_M02866,HBP1,26959
V$HBP1_Q2_M01661,HBP1,26959
FOXD3_forkhead_DBD_dimeric_14_1,FOXD3,27022
FOXD3_forkhead_DBD_monomeric_7_1,FOXD3,27022
Foxd3_MA0041.1,FOXD3,27022
V$FOXD3_01_M00130,FOXD3,27022
FOXB1_forkhead_DBD_dimeric_18_1,FOXB1,27023
FOXB1_forkhead_DBD_monomeric_11_1,FOXB1,27023
FOXB1_forkhead_DBD_putative-multimer_14_1,FOXB1,27023
FOXB1_forkhead_full_monomeric_9_1,FOXB1,27023
V$FOXP1_01_M00987,FOXP1,27086
VENTX_homeodomain_DBD_dimeric_21_1,VENTX,27287
VENTX_homeodomain_DBD_monomeric_9_1,VENTX,27287
BHLHE22_bHLH_DBD_dimeric_12_1,BHLHE22,27319
V$KLF15_Q2_M01714,KLF15,28999
GRHL1_CP2_DBD_dimeric_10_1,GRHL1,29841
GRHL1_CP2_DBD_dimer-of-dimers_17_1,GRHL1,29841
GRHL1_CP2_full_dimeric_12_1,GRHL1,29841
V$LBP9_01_M01592,LBP9,29842
Tcfcp2l1_MA0145.1,TCFCP2L1,29842
TBX21_TBX_full_dimeric_16_1,TBX21,30009
TBX21_TBX_full_dimeric_19_1,TBX21,30009
TBX21_TBX_full_monomeric_10_1,TBX21,30009
Rax.1,RAX,30062
RAX_homeodomain_DBD_monomeric_10_1,RAX,30062
V$RAX_01_M01389,RAX,30062
V$COUP_01_M00158,NR2F5,30427
V$COUP_DR1_Q6_M00765,NR2F5,30427
V$COUPTF_Q6_M01036,NR2F5,30427
Sox8.1,SOX8,30812
Sox8.2,SOX8,30812
SOX8_HMG_DBD_dimeric_14_1,SOX8,30812
SOX8_HMG_DBD_dimeric_16_1,SOX8,30812
SOX8_HMG_full_dimeric_13_1,SOX8,30812
SOX8_HMG_full_dimeric_15_1,SOX8,30812
SOX8_HMG_full_dimeric_17_1,SOX8,30812
V$SOX8_03_M02808,SOX8,30812
V$SOX8_04_M02912,SOX8,30812
V$VSX1_01_M01335,VSX1,30813
Vsx1.1,VSX1,30813
Vsx1_homeodomain_DBD_monomeric_8_1,VSX1,30813
VSX1_homeodomain_DBD_monomeric_8_1,VSX1,30813
VSX1_homeodomain_full_monomeric_11_1,VSX1,30813
V$KID3_01_M01160,KID3,30832
ZNF354C_MA0130.1,ZNF354C,30832
V$HMGIY_01_M01653,HMGIY,31589
V$HMGIY_Q3_M01010,HMGIY,31589
V$HMGIY_Q4_M01879,HMGIY,31589
V$HMGIY_Q6_M00750,HMGIY,31589
Irx4.1,IRX4,50805
V$IRX4_01_M01410,IRX4,50805
FOXP3_forkhead_DBD_monomeric_7_1,FOXP3,50943
V$FOXP3_01_M01599,FOXP3,50943
V$FOXP3_Q4_M00992,FOXP3,50943
V$TBX22_01_M01195,TBX22,50945
V$CKROX_Q2_M01175,CKROX,51043
V$ZBTB7B_03_M02826,ZBTB7B,51043
V$ZBTB7B_04_M02930,ZBTB7B,51043
Zbtb7b.1,ZBTB7B,51043
Zbtb7b.2,ZBTB7B,51043
ZBTB7B_C2H2_full_monomeric_12_1,ZBTB7B,51043
V$ZFP691_03_M02833,ZFP691,51058
V$ZFP691_04_M02937,ZFP691,51058
Zfp691.1,ZFP691,51058
Zfp691.2,ZFP691,51058
MLXIPL_bHLH_full_dimeric_10_1,MLXIPL,51085
V$ING4_01_M01743,ING4,51147
Lef1.1,LEF1,51176
Lef1.2,LEF1,51176
LEF1_HMG_DBD_monomeric_15_1,LEF1,51176
V$LEF1_03_M02878,LEF1,51176
V$LEF1_04_M02774,LEF1,51176
V$LEF1_Q2_01_M01022,LEF1,51176
V$LEF1_Q2_M00805,LEF1,51176
V$LEF1_Q5_M02019,LEF1,51176
V$ZNF219_01_M01122,ZNF219,51222
V$LRF_Q2_M01100,LRF,51341
ZBTB7A_C2H2_DBD_monomeric_12_1,ZBTB7A,51341
V$SZF11_01_M01109,SZF11,51385
Prrx2.1,PRRX2,51450
PRRX2_homeodomain_full_monomeric_8_1,PRRX2,51450
Prrx2_MA0075.1,PRRX2,51450
V$PRX2_Q2_M02115,PRX2,51450
V$S8_01_M00099,PRRX2,51450
V$S8_02_M01376,PRRX2,51450
V$ETV7_01_M02071,ETV7,51513
V$TEL2_Q6_M00678,TEL2,51513
V$SIRT6_01_M01797,SIRT6,51548
V$BTEB3_Q5_M01865,BTEB3,51621
KLF13_C2H2_full_monomeric_18_1,KLF13,51621
Six4.1,SIX4,51804
V$SIX4_01_M01374,SIX4,51804
Sox18.1,SOX18,54345
Sox18.2,SOX18,54345
SOX18_HMG_full_dimeric_15_1,SOX18,54345
SOX18_HMG_full_dimeric_15_3,SOX18,54345
V$SOX18_03_M02801,SOX18,54345
V$SOX18_04_M02905,SOX18,54345
V$NKX11_01_M01334,NKX11,54729
Nkx1-1.1,NKX1-1,54729
FEV_ETS_DBD_monomeric_10_1,FEV,54738
FEV_MA0156.1,FEV,54738
V$FEV_01_M02269,FEV,54738
V$PET1_01_M02037,PET1,54738
V$PET1_02_M02072,PET1,54738
BATF3_bZIP_DBD_dimeric_14_1,BATF3,55509
FOXJ2_forkhead_DBD_dimeric_13_1,FOXJ2,55810
FOXJ2_forkhead_DBD_dimeric_14_1,FOXJ2,55810
FOXJ2_forkhead_DBD_monomeric_8_1,FOXJ2,55810
V$FOXJ2_01_M00422,FOXJ2,55810
V$FOXJ2_02_M00423,FOXJ2,55810
V$BDP1_01_M01796,BDP1,55814
MESP1_bHLH_DBD_dimeric_10_1,MESP1,55897
Barx1.1,BARX1,56033
BARX1_homeodomain_DBD_dimeric_17_1,BARX1,56033
BARX1_homeodomain_DBD_monomeric_8_1,BARX1,56033
V$BARX1_01_M01340,BARX1,56033
Barhl1.1,BARHL1,56751
Barhl1_homeodomain_DBD_dimeric_16_1,BARHL1,56751
Barhl1_homeodomain_DBD_monomeric_10_1,BARHL1,56751
V$BARHL1_01_M01332,BARHL1,56751
Meis3_MEIS_DBD_dimeric_12_1,MEIS3,56917
Meis3_MEIS_DBD_monomeric_7_1,MEIS3,56917
MEIS3_MEIS_DBD_monomeric_8_1,MEIS3,56917
Mrg2.1,MRG2,56917
V$MRG2_01_M01395,MRG2,56917
Lhx9.1,LHX9,56956
LHX9_homeodomain_DBD_dimeric_13_1,LHX9,56956
LHX9_homeodomain_DBD_monomeric_8_1,LHX9,56956
V$LHX9_01_M01367,LHX9,56956
Bbx.1,BBX,56987
Bbx.2,BBX,56987
V$BBX_03_M02739,BBX,56987
V$BBX_04_M02843,BBX,56987
TBX20_TBX_DBD_dimeric_19_1,TBX20,57057
TBX20_TBX_DBD_monomeric_15_1,TBX20,57057
TBX20_TBX_full_dimeric_16_1,TBX20,57057
TBX20_TBX_full_monomeric_11_1,TBX20,57057
Homez.1,HOMEZ,57594
HOMEZ_HOMEZ_DBD_monomer-or-dimer_12_1,HOMEZ,57594
V$HOMEZ_01_M01429,HOMEZ,57594
V$ZBTB4_04_M02929,ZBTB4,57659
V$ZFP410_03_M02832,ZFP410,57862
V$ZFP410_04_M02936,ZFP410,57862
Zfp410.1,ZFP410,57862
Zfp410.2,ZFP410,57862
ZNF410_C2H2_DBD_monomeric_17_1,ZNF410,57862
V$NFE4_Q5_M02105,NFE4,58160
V$MOVOB_01_M01104,MOVOB,58495
V$DMRT3_01_M01148,DMRT3,58524
V$ZBRK1_01_M01105,ZBRK1,59348
Tgif2.1,TGIF2,60436
TGIF2_MEIS_DBD_dimeric_12_1,TGIF2,60436
V$TGIF2_01_M01407,TGIF2,60436
V$BACH2_01_M00490,BACH2,60468
Alx4.1,ALX4,60529
Alx4_homeodomain_DBD_dimeric_13_1,ALX4,60529
V$ALX4_01_M00619,ALX4,60529
V$ALX4_02_M01417,ALX4,60529
V$ALX4_03_M02944,ALX4,60529
Pknox2.1,PKNOX2,63876
Pknox2_MEIS_DBD_dimeric_12_1,PKNOX2,63876
V$PKNOX2_01_M01411,PKNOX2,63876
V$DMRT7_01_M01151,DMRTC2,63946
V$DMRT5_01_M01150,DMRTA2,63950
V$DMRT4_01_M01149,DMRT4,63951
NEUROG2_bHLH_full_dimeric_10_1,NEUROG2,63973
Lhx5.1,LHX5,64211
V$LHX5_01_M01353,LHX5,64211
Sox17.1,SOX17,64321
Sox17.2,SOX17,64321
Sox17_HMG_DBD_dimeric_15_1,SOX17,64321
Sox17_HMG_DBD_dimeric_15_2,SOX17,64321
Sox17_MA0078.1,SOX17,64321
V$SOX17_01_M01016,SOX17,64321
V$SOX17_04_M02904,SOX17,64321
V$GZF1_01_M01069,GZF1,64412
CPEB1_RRM_full_monomeric_8_1,CPEB1,64506
Creb3l2_bZIP_DBD_dimeric_12_1,CREB3L2,64764
Creb3l2_bZIP_DBD_dimeric_13_1,CREB3L2,64764
Isl2.1,ISL2,64843
ISL2_homeodomain_DBD_monomeric_8_1,ISL2,64843
V$ISL2_01_M01328,ISL2,64843
V$ISL2_02_M02079,ISL2,64843
V$ISL2_03_M02080,ISL2,64843
V$ISL2_04_M02081,ISL2,64843
V$ISL2_05_M02082,ISL2,64843
Rfxdc2.2,RFXDC2,64864
V$RFXDC2_03_M02790,RFXDC2,64864
V$RFXDC2_04_M02894,RFXDC2,64864
Irx6.1,IRX6,79190
V$IRXB3_01_M01377,IRXB3,79190
Irx3.2,IRX3,79191
Irx3_homeodomain_DBD_dimeric_12_1,IRX3,79191
V$IRX3_01_M01318,IRX3,79191
V$IRX3_02_M01485,IRX3,79191
V$DEC2_Q2_M01843,DEC2,79365
BHLHB3_bHLH_full_dimeric_10_1,BHLHB3,79365
BHLHE41_bHLH_full_dimeric_10_1,BHLHE41,79365
Hmbox1.1,HMBOX1,79618
HMBOX1_homeodomain_DBD_monomeric_10_1,HMBOX1,79618
V$HMBOX1_01_M01456,HMBOX1,79618
E2F8_E2F_DBD_dimeric_12_1,E2F8,79733
V$ZBTB3_03_M02825,ZBTB3,79842
Zbtb3.1,ZBTB3,79842
Zbtb3.2,ZBTB3,79842
V$NANOG_01_M01123,NANOG,79923
V$NANOG_02_M01247,NANOG,79923
ZNF306_C2H2_full_monomeric_14_1,ZNF306,80317
ZNF435_C2H2_full_dimeric_18_1,ZNF435,80345
Esx1.1,ESX1,80712
ESX1_homeodomain_full_monomeric_10_1,ESX1,80712
V$ESX1_01_M01474,ESX1,80712
TCF7L1_HMG_full_monomeric_12_1,TCF7L1,83439
SCRT1_C2H2_DBD_monomeric_15_1,SCRT1,83482
Sox7.1,SOX7,83595
Sox7.2,SOX7,83595
SOX7_HMG_full_dimeric_16_1,SOX7,83595
SOX7_HMG_full_dimeric_17_1,SOX7,83595
SOX7_HMG_full_dimeric_17_2,SOX7,83595
V$SOX7_03_M02807,SOX7,83595
V$SOX7_04_M02911,SOX7,83595
KLF16_C2H2_DBD_monomeric_11_1,KLF16,83855
MIXL1_homeodomain_full_monomeric_10_1,MIXL1,83881
ZIC4_C2H2_DBD_monomeric_15_1,ZIC4,84107
V$MRF2_01_M00454,MRF2,84159
V$ZNF333_01_M01230,ZNF333,84449
V$NKX62_Q2_M00489,NKX62,84504
NKX6-2_homeodomain_full_monomeric_8_1,NKX6-2,84504
Spz1_MA0111.1,SPZ1,84654
V$SPZ1_01_M00446,SPZ1,84654
Glis2.1,GLIS2,84662
Glis2.2,GLIS2,84662
GLIS2_C2H2_DBD_monomeric_14_1,GLIS2,84662
V$GLIS2_03_M02759,GLIS2,84662
V$GLIS2_04_M02863,GLIS2,84662
HES7_bHLH_DBD_dimeric_12_1,HES7,84667
RAXL1_homeodomain_DBD_monomeric_8_1,RAXL1,84839
V$ZFP206_01_M01742,ZFP206,84891
