SOX10_HMG_full_dimeric_16_1,204851
SOX10_HMG_full_dimeric_16_1,8289
SOX10_HMG_full_dimeric_16_1,8317
SOX10_HMG_full_dimeric_16_1,8458
SOX10_HMG_full_dimeric_16_1,8476
SOX10_HMG_full_dimeric_16_1,8503
SOX10_HMG_full_dimeric_16_1,8564
SOX10_HMG_full_dimeric_16_1,375
SOX10_HMG_full_dimeric_16_1,481
SOX10_HMG_full_dimeric_16_1,115209
SOX10_HMG_full_dimeric_16_1,607
SOX10_HMG_full_dimeric_16_1,440567
SOX10_HMG_full_dimeric_16_1,8915
SOX10_HMG_full_dimeric_16_1,8995
SOX10_HMG_full_dimeric_16_1,148345
SOX10_HMG_full_dimeric_16_1,353238
SOX10_HMG_full_dimeric_16_1,1063
SOX10_HMG_full_dimeric_16_1,1163
SOX10_HMG_full_dimeric_16_1,58511
SOX10_HMG_full_dimeric_16_1,25802
SOX10_HMG_full_dimeric_16_1,9447
SOX10_HMG_full_dimeric_16_1,9462
SOX10_HMG_full_dimeric_16_1,148738
SOX10_HMG_full_dimeric_16_1,25893
SOX10_HMG_full_dimeric_16_1,1382
SOX10_HMG_full_dimeric_16_1,25973
SOX10_HMG_full_dimeric_16_1,9635
SOX10_HMG_full_dimeric_16_1,1513
SOX10_HMG_full_dimeric_16_1,116228
SOX10_HMG_full_dimeric_16_1,9829
SOX10_HMG_full_dimeric_16_1,26232
SOX10_HMG_full_dimeric_16_1,9928
SOX10_HMG_full_dimeric_16_1,23507
SOX10_HMG_full_dimeric_16_1,51022
SOX10_HMG_full_dimeric_16_1,10218
SOX10_HMG_full_dimeric_16_1,93185
SOX10_HMG_full_dimeric_16_1,2134
SOX10_HMG_full_dimeric_16_1,2152
SOX10_HMG_full_dimeric_16_1,2170
SOX10_HMG_full_dimeric_16_1,51377
SOX10_HMG_full_dimeric_16_1,84196
SOX10_HMG_full_dimeric_16_1,51430
SOX10_HMG_full_dimeric_16_1,2327
SOX10_HMG_full_dimeric_16_1,84320
SOX10_HMG_full_dimeric_16_1,26994
SOX10_HMG_full_dimeric_16_1,51603
SOX10_HMG_full_dimeric_16_1,10657
SOX10_HMG_full_dimeric_16_1,2494
SOX10_HMG_full_dimeric_16_1,10753
SOX10_HMG_full_dimeric_16_1,2635
SOX10_HMG_full_dimeric_16_1,10962
SOX10_HMG_full_dimeric_16_1,2780
SOX10_HMG_full_dimeric_16_1,84722
SOX10_HMG_full_dimeric_16_1,84919
SOX10_HMG_full_dimeric_16_1,84950
SOX10_HMG_full_dimeric_16_1,84966
SOX10_HMG_full_dimeric_16_1,11315
SOX10_HMG_full_dimeric_16_1,149345
SOX10_HMG_full_dimeric_16_1,391013
SOX10_HMG_full_dimeric_16_1,257177
SOX10_HMG_full_dimeric_16_1,3399
SOX10_HMG_full_dimeric_16_1,142683
SOX10_HMG_full_dimeric_16_1,93611
SOX10_HMG_full_dimeric_16_1,388585
SOX10_HMG_full_dimeric_16_1,3756
SOX10_HMG_full_dimeric_16_1,2005
SOX10_HMG_full_dimeric_16_1,4070
SOX10_HMG_full_dimeric_16_1,4184
SOX10_HMG_full_dimeric_16_1,127731
SOX10_HMG_full_dimeric_16_1,4893
SOX10_HMG_full_dimeric_16_1,4921
SOX10_HMG_full_dimeric_16_1,4998
SOX10_HMG_full_dimeric_16_1,128229
SOX10_HMG_full_dimeric_16_1,29957
SOX10_HMG_full_dimeric_16_1,5511
SOX10_HMG_full_dimeric_16_1,10487
SOX10_HMG_full_dimeric_16_1,5737
SOX10_HMG_full_dimeric_16_1,5792
SOX10_HMG_full_dimeric_16_1,5825
SOX10_HMG_full_dimeric_16_1,5876
SOX10_HMG_full_dimeric_16_1,55052
SOX10_HMG_full_dimeric_16_1,55187
SOX10_HMG_full_dimeric_16_1,55194
SOX10_HMG_full_dimeric_16_1,55283
SOX10_HMG_full_dimeric_16_1,79894
SOX10_HMG_full_dimeric_16_1,79961
SOX10_HMG_full_dimeric_16_1,6262
SOX10_HMG_full_dimeric_16_1,6464
SOX10_HMG_full_dimeric_16_1,22854
SOX10_HMG_full_dimeric_16_1,55624
SOX10_HMG_full_dimeric_16_1,22926
SOX10_HMG_full_dimeric_16_1,6566
SOX10_HMG_full_dimeric_16_1,23028
SOX10_HMG_full_dimeric_16_1,6723
SOX10_HMG_full_dimeric_16_1,6738
SOX10_HMG_full_dimeric_16_1,6884
SOX10_HMG_full_dimeric_16_1,6913
SOX10_HMG_full_dimeric_16_1,343035
SOX10_HMG_full_dimeric_16_1,23566
SOX10_HMG_full_dimeric_16_1,7203
SOX10_HMG_full_dimeric_16_1,25782
SOX10_HMG_full_dimeric_16_1,23632
SOX10_HMG_full_dimeric_16_1,23633
SOX10_HMG_full_dimeric_16_1,64710
SOX10_HMG_full_dimeric_16_1,64744
SOX10_HMG_full_dimeric_16_1,56882
SOX10_HMG_full_dimeric_16_1,7780
SOX10_HMG_full_dimeric_16_1,56957
SOX10_HMG_full_dimeric_16_1,81609
SOX10_HMG_full_dimeric_16_1,81849
SOX10_HMG_full_dimeric_16_1,729059
SOX10_HMG_full_dimeric_16_1,200728
SOX10_HMG_full_dimeric_16_1,51072
SOX10_HMG_full_dimeric_16_1,6241
SOX10_HMG_full_dimeric_16_1,114793
SOX10_HMG_full_dimeric_16_1,92291
SOX10_HMG_full_dimeric_16_1,8324
SOX10_HMG_full_dimeric_16_1,2181
SOX10_HMG_full_dimeric_16_1,4249
SOX10_HMG_full_dimeric_16_1,391365
SOX10_HMG_full_dimeric_16_1,8491
SOX10_HMG_full_dimeric_16_1,284996
SOX10_HMG_full_dimeric_16_1,80204
SOX10_HMG_full_dimeric_16_1,4430
SOX10_HMG_full_dimeric_16_1,338
SOX10_HMG_full_dimeric_16_1,493911
SOX10_HMG_full_dimeric_16_1,8540
SOX10_HMG_full_dimeric_16_1,51594
SOX10_HMG_full_dimeric_16_1,51601
SOX10_HMG_full_dimeric_16_1,22930
SOX10_HMG_full_dimeric_16_1,8609
SOX10_HMG_full_dimeric_16_1,285093
SOX10_HMG_full_dimeric_16_1,471
SOX10_HMG_full_dimeric_16_1,23040
SOX10_HMG_full_dimeric_16_1,375298
SOX10_HMG_full_dimeric_16_1,55818
SOX10_HMG_full_dimeric_16_1,2591
SOX10_HMG_full_dimeric_16_1,10791
SOX10_HMG_full_dimeric_16_1,6711
SOX10_HMG_full_dimeric_16_1,6716
SOX10_HMG_full_dimeric_16_1,51776
SOX10_HMG_full_dimeric_16_1,2677
SOX10_HMG_full_dimeric_16_1,8837
SOX10_HMG_full_dimeric_16_1,4759
SOX10_HMG_full_dimeric_16_1,100526832
SOX10_HMG_full_dimeric_16_1,129303
SOX10_HMG_full_dimeric_16_1,785
SOX10_HMG_full_dimeric_16_1,11037
SOX10_HMG_full_dimeric_16_1,1841
